6,68,43,0
6,68,44,0
6,120,54,0
6,68,45,0
6,68,46,0
6,68,47,0
6,68,48,0
6,122,110,0
6,69,43,0
6,82,158,0
6,69,44,0
2,89,245,0
6,105,162,0
6,69,45,0
6,81,158,0
6,69,46,0
6,69,47,0
6,69,48,0
6,70,43,0
6,70,44,0
6,116,108,0
6,70,45,0
6,83,160,0
6,70,46,0
6,70,47,0
6,82,160,0
6,70,48,0
6,71,43,0
6,71,44,0
6,71,45,0
6,71,46,0
6,122,102,0
6,71,47,0
6,76,156,0
6,71,48,0
6,72,43,0
6,71,160,0
6,72,44,0
6,72,45,0
6,72,46,0
6,72,47,0
6,72,48,0
6,118,104,0
6,73,43,0
6,77,158,0
6,73,44,0
6,73,45,0
6,76,158,0
6,73,46,0
6,73,47,0
6,73,48,0
6,68,49,0
6,100,165,0
6,69,49,0
6,122,94,0
6,70,49,0
6,71,153,0
6,71,49,0
6,122,72,0
6,72,49,0
2,127,155,0
6,149,155,0
6,70,153,0
6,121,71,0
6,73,49,0
6,68,50,0
6,69,50,0
6,103,162,0
6,70,50,0
6,71,50,0
6,118,96,0
6,72,50,0
6,69,158,0
6,73,50,0
2,81,253,0
2,102,242,0
6,82,156,0
6,118,74,0
6,68,51,0
6,71,155,0
6,123,72,0
6,69,51,0
6,70,51,0
6,71,51,0
6,72,51,0
6,73,51,0
2,78,145,0
2,109,154,0
6,147,154,0
6,118,108,0
6,68,52,0
2,91,155,0
6,80,159,0
6,69,52,0
6,120,75,0
6,70,52,0
6,79,159,0
6,119,74,0
6,71,52,0
6,72,52,0
6,73,52,0
6,68,53,0
6,69,53,0
6,120,109,0
6,70,53,0
6,80,162,0
6,71,53,0
6,122,76,0
6,72,53,0
2,78,142,0
6,92,160,0
6,105,163,0
6,80,161,0
6,121,75,0
6,73,53,0
6,68,54,0
6,69,54,0
6,70,54,0
6,71,54,0
6,120,120,0
6,72,54,0
6,90,161,0
6,73,54,0
6,68,55,0
6,89,161,0
6,69,55,0
6,70,55,0
6,71,55,0
6,72,55,0
2,106,254,0
6,159,147,0
6,73,55,0
6,37,120,0
6,67,51,0
6,91,163,0
6,67,52,0
6,67,53,0
6,90,163,0
6,67,54,0
6,64,150,0
6,97,165,0
6,67,55,0
6,67,56,0
2,98,246,0
2,100,157,0
6,64,151,0
6,68,56,0
6,118,88,0
6,69,56,0
6,120,112,0
6,70,56,0
6,83,163,0
6,71,56,0
6,72,56,0
6,83,162,0
6,67,57,0
6,63,155,0
6,68,57,0
6,61,156,0
6,69,57,0
6,65,153,0
6,70,57,0
6,120,89,0
6,71,57,0
2,112,158,0
6,90,166,0
6,116,114,0
6,72,57,0
2,123,152,0
2,91,152,0
6,100,163,0
6,81,164,0
6,67,58,0
6,68,58,0
6,84,159,0
6,69,58,0
6,65,151,0
6,70,58,0
2,73,150,0
6,71,58,0
6,72,58,0
6,67,59,0
6,120,105,0
6,68,59,0
6,77,161,0
6,69,59,0
6,70,59,0
6,77,160,0
6,71,59,0
6,72,59,0
6,67,60,0
6,68,60,0
2,81,140,0
6,69,60,0
6,122,106,0
6,70,60,0
6,79,157,0
6,71,60,0
6,72,60,0
6,78,157,0
6,67,61,0
2,85,255,0
6,68,61,0
6,69,61,0
6,70,61,0
6,71,61,0
6,116,118,0
6,72,61,0
6,88,161,0
6,67,62,0
6,68,62,0
6,87,161,0
6,69,62,0
6,70,62,0
6,71,62,0
6,72,62,0
6,67,63,0
6,118,119,0
6,68,63,0
6,88,165,0
6,69,63,0
6,70,63,0
6,88,163,0
6,71,63,0
6,72,63,0
6,67,64,0
6,60,147,0
6,68,64,0
6,122,83,0
6,69,64,0
6,70,64,0
6,71,64,0
6,125,164,0
6,72,64,0
6,67,65,0
6,60,145,0
6,68,65,0
6,69,65,0
6,59,151,0
6,70,65,0
6,123,85,0
6,71,65,0
6,72,65,0
6,67,66,0
6,68,66,0
6,69,66,0
6,57,151,0
6,70,66,0
6,71,66,0
6,72,157,0
6,72,66,0
6,121,97,0
6,67,67,0
2,113,151,0
6,68,67,0
6,69,67,0
6,70,67,0
6,71,67,0
6,72,155,0
6,72,67,0
6,67,68,0
6,68,159,0
6,68,68,0
6,117,99,0
6,69,68,0
6,70,68,0
6,71,68,0
6,72,68,0
2,103,149,0
6,67,69,0
6,73,157,0
6,68,69,0
6,69,69,0
6,66,155,0
6,70,69,0
2,117,144,0
6,60,153,0
6,121,167,0
6,122,90,0
6,71,69,0
6,118,115,0
6,72,69,0
6,85,163,0
6,67,70,0
6,68,70,0
6,160,146,0
6,83,164,0
6,69,70,0
6,146,152,0
6,66,153,0
6,70,70,0
6,71,70,0
2,116,158,0
2,93,241,0
6,123,164,0
6,68,151,0
6,72,70,0
6,118,92,0
6,67,71,0
6,120,116,0
6,68,71,0
6,87,159,0
6,69,71,0
2,97,248,0
6,70,71,0
6,86,159,0
6,71,71,0
6,67,155,0
6,72,71,0
6,67,72,0
6,58,148,0
6,68,72,0
6,119,85,0
6,69,72,0
6,94,169,0
6,158,147,0
6,70,72,0
6,97,163,0
6,59,153,0
6,71,72,0
6,72,72,0
6,67,73,0
6,58,146,0
6,68,73,0
6,69,73,0
6,54,150,0
6,70,73,0
6,121,81,0
6,71,73,0
6,72,73,0
6,67,74,0
6,68,74,0
2,90,255,0
6,125,165,0
6,69,74,0
6,59,148,0
6,70,74,0
2,116,146,0
6,116,167,0
6,125,48,0
6,71,74,0
6,71,152,0
6,72,74,0
6,117,95,0
6,67,75,0
6,68,75,0
6,69,75,0
6,70,75,0
6,71,75,0
6,70,156,0
6,124,48,0
6,72,75,0
6,121,50,0
6,67,76,0
6,68,158,0
6,68,76,0
2,119,148,0
2,97,247,0
6,119,96,0
6,69,76,0
6,70,76,0
6,71,76,0
6,72,76,0
6,67,77,0
2,94,153,0
2,97,250,0
6,118,162,0
6,66,158,0
6,126,49,0
6,68,77,0
6,120,47,0
6,69,77,0
2,113,160,0
6,80,158,0
6,70,77,0
6,119,108,0
6,71,77,0
6,72,77,0
6,67,78,0
6,68,78,0
6,69,78,0
6,80,156,0
6,120,46,0
6,70,78,0
2,104,152,0
2,87,153,0
6,124,51,0
6,71,78,0
6,79,162,0
6,72,78,0
