1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
500,2,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,302,302,894,8
1000,1,1000,1000,2973,8
1000,1,1796,1796,5361,8
500,2,2601,2601,7791,8
500,2,2619,2619,7857,8
1000,1,3287,3287,9831,8
333,3,4265,4265,12762,8
250,4,4840,4840,14519,8
333,3,5156,5156,15453,8
250,4,6513,6513,19521,8
200,5,7834,7834,23439,8
142,7,9642,9642,28839,8
125,8,10813,10216,31845,8
90,11,12376,10968,35702,8
71,14,13855,11818,39476,8
58,17,15279,12988,43511,8
66,15,15871,12686,44467,8
66,15,15871,11819,43564,8
76,13,15959,11215,43103,8
71,14,17953,12991,48918,8
66,15,18139,11892,48143,8
76,13,19337,12003,50658,8
76,13,19988,10784,50758,8
100,10,19988,9294,49290,8
111,9,19988,7688,47666,8
166,6,19988,5760,45777,8
142,7,19988,4783,44756,8
125,8,19988,4562,44535,8
166,6,19988,4338,44312,8
250,4,19988,3396,43379,8
250,4,19988,2073,42051,8
333,3,19988,924,40905,8
333,3,19988,216,40193,8
500,2,19988,146,40123,8
333,3,19988,81,40058,8
333,3,19988,9,39985,8
333,3,20240,252,40708,8
333,3,21092,1104,43273,8
250,4,21978,1990,45916,8
200,5,22983,2995,48931,8
200,5,23801,3813,51396,8
142,7,24660,4672,53944,8
125,8,25844,5856,57517,8
111,9,27783,7795,63303,8
90,11,29820,9832,69442,8
90,11,31760,11772,75247,8
100,10,33098,13110,79303,8
100,10,33098,12670,78878,8
111,9,33098,11867,78072,8
100,10,33098,10622,76822,8
100,10,33098,9612,75811,8
166,6,33098,8887,75097,8
125,8,33098,7754,73971,8
166,6,33098,6072,72273,8
200,5,33098,4298,70500,8
200,5,33098,2344,68598,8
200,5,33098,1507,67713,8
200,5,33098,1316,67514,8
250,4,33098,1191,67388,8
200,5,33098,1050,67251,8
166,6,33502,1325,68301,8
125,8,34559,2236,71341,8
142,7,35594,3138,74308,8
111,9,36259,3655,76161,8
111,9,37271,4531,79056,8
111,9,37769,4898,80430,8
142,7,37909,4889,80705,8
142,7,38048,4968,81059,8
100,10,38203,5105,81505,8
100,10,38411,5313,82117,8
90,11,38847,5749,83428,8
100,10,39568,5566,84695,8
111,9,39975,5048,85003,8
125,8,39975,4351,84311,8
142,7,40346,3737,84402,8
100,10,41655,4280,87554,8
10,91,43262,5655,92133,8
66,15,45058,7266,97363,8
50,20,46642,8700,101982,8
55,18,47148,9062,103356,8
58,17,48609,10295,107450,8
50,20,49258,10660,109173,8
52,19,49258,9638,108156,8
58,17,49258,9494,108006,8
62,16,49258,9348,107865,8
55,18,49258,8189,106708,8
58,17,49258,7207,105724,8
90,11,49258,5061,103589,8
111,9,49258,3228,101757,8
111,9,49258,2403,100924,8
111,9,49258,1161,99693,8
111,9,49258,22,98538,8
125,8,49788,530,100067,8
90,11,50856,1598,103268,8
90,11,52078,2820,106920,8
66,15,53833,4575,112218,8
52,19,55714,6456,117880,8
45,22,56967,7709,121528,8
50,20,57916,8658,124423,8
38,26,59536,10278,129266,8
37,27,61279,12021,134553,8
34,29,62708,13450,138782,8
31,32,64300,14952,143538,8
33,30,65103,14680,144874,8
35,28,65461,13611,144528,8
40,25,65480,11812,142785,8
20,48,65472,39281,170218,8
20,48,65336,38574,169252,8
25,40,64447,37237,166146,8
25,40,63220,34331,160844,8
30,33,62006,31692,155752,8
32,31,60707,30214,151708,8
21,47,58466,43149,160155,8
17,57,56700,48698,162150,8
17,57,54630,46450,155771,8
18,54,52364,44184,148991,8
21,47,49915,41735,141673,8
15,64,47276,47276,141926,8
17,58,44655,44655,134032,8
18,54,42116,42116,126406,8
18,54,39591,39591,118821,8
16,61,37065,37065,111275,8
19,52,34460,34460,103511,8
18,54,31858,31858,95688,8
20,50,29376,29376,88201,8
28,35,26948,26948,80908,8
31,32,24674,24674,74068,8
33,30,22459,22459,67460,8
35,28,20179,20179,60671,8
38,26,18018,18018,54140,8
47,21,16088,16088,48298,8
50,20,14115,14115,42378,8
55,18,12065,12065,36227,8
66,15,10140,10140,30506,8
66,15,9137,9137,27456,8
76,13,8261,8261,24795,8
100,10,7411,7411,22244,8
111,9,7173,7173,21518,8
125,8,7173,7173,21517,8
111,9,7095,7095,21285,8
100,10,7024,7024,21071,8
142,7,6961,6961,20883,8
111,9,6872,6872,20617,8
111,9,6789,6789,20369,8
142,7,6735,6735,20202,8
125,8,6680,6680,20040,8
100,10,6650,6650,19949,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
0,0,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
1000,1,0,0,0,8
0,0,0,0,0,8
1000,1,36,0,72,8
1000,1,88,0,176,8
1000,1,112,0,224,8
0,0,136,0,272,8
1000,1,172,0,344,8
0,0,208,0,416,8
1000,1,238,0,476,8
500,2,274,0,548,8
1000,1,322,0,644,8
1000,1,357,0,714,8
1000,1,405,0,810,8
1000,1,479,0,958,8
1000,1,515,0,1030,8
1000,1,550,0,1100,8
1000,1,623,0,1246,8
0,0,697,0,1394,8
1000,1,775,0,1550,8
0,0,835,0,1658,8
1000,1,895,0,1790,8
1000,1,1000,0,2000,8
1000,1,1090,0,2180,8
1000,1,1169,0,2338,8
1000,1,1193,0,2386,8
1000,1,1235,0,2470,8
0,0,1283,0,2554,8
1000,1,1325,0,2650,8
1000,1,1373,0,2746,8
1000,1,1408,0,2816,8
1000,1,1461,0,2922,8
1000,1,1521,0,3042,8
1000,1,1611,0,3222,8
1000,1,1713,0,3426,8
1000,1,1785,0,3570,8
1000,1,1863,0,3726,8
1000,1,1911,0,3810,8
1000,1,1980,0,3960,8
1000,1,2038,0,4076,8
1000,1,2062,0,4124,8
1000,1,2092,0,4184,8
0,0,2176,0,4352,8
1000,1,2236,0,4472,8
1000,1,2323,0,4646,8
1000,1,2443,0,4886,8
1000,1,2532,0,5052,8
1000,1,2622,0,5232,8
1000,1,2712,0,5424,8
1000,1,2807,0,5614,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
1000,1,2864,0,5728,8
0,0,2875,0,5750,8
1000,1,2875,0,5750,8
1000,1,2881,0,5762,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
500,2,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
1000,1,2885,0,5770,8
0,0,2921,0,5842,8
1000,1,2921,0,5842,8
1000,1,2957,0,5914,8
1000,1,3038,0,6076,8
1000,1,3065,0,6130,8
1000,1,3067,0,6134,8
500,2,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3070,0,6140,8
1000,1,3124,0,6248,8
1000,1,3166,0,6332,8
1000,1,3208,0,6416,8
1000,1,3220,0,6440,8
1000,1,3224,0,6448,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3226,0,6452,8
1000,1,3236,0,6472,8
500,2,3257,0,6514,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
500,2,3261,0,6522,8
500,2,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
1000,1,3261,0,6522,8
500,2,3304,0,6608,8
1000,1,3346,0,6692,8
1000,1,3412,0,6824,8
1000,1,3441,0,6882,8
1000,1,3483,0,6954,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
1000,1,3489,0,6978,8
